300000.01293124806;1;1;0.1;random;1;0.09868666241286096;0.08959999613786741;0.08949764195224488;0.9988576541290801;1;9.204215361750997;26849.293742989674;8.949764195224489;26881;100.00372023809524
300002.56765123276;1;1;0.2;random;1;0.19921162831338993;0.16681857222695792;0.1654683708394395;0.9919061686627945;1;16.25895187738438;49640.936116898214;16.54683708394395;50047;100.00199816169125
300006.60718549194;1;1;0.30000000000000004;random;1;0.29942340551339713;0.23076491764461363;0.22997143730713504;0.9965615209383751;1;22.929120885237506;68992.95065608465;22.997143730713503;69232;100.00144443962965
300000.81706235016;1;1;0.4;random;1;0.3990755797678963;0.2860092210421123;0.28495682002622047;0.9963203948038554;1;28.33123125882245;85487.2788353552;28.495682002622047;85804;100.00116546041514
300003.4886219137;1;1;0.5;random;1;0.4981908733346736;0.333372789961265;0.33256088464769096;0.9975645723405668;1;33.082651429489026;99769.42557349711;33.2560884647691;100014;100.0009998700169
300000.32232109853;1;1;0.6;random;1;0.599039356389922;0.37501959707757165;0.37433626497720063;0.9981778762878099;1;37.39594462250712;112301.00014963634;37.43362649772006;112507;100.00088884148401
300000.63635016483;1;1;0.7000000000000001;random;1;0.6996985158224471;0.41300912393858635;0.41040646375660594;0.9936982985819767;1;40.972797865751986;123122.20028920265;41.0406463756606;123904;100.00080708296005
300000.8089635172;1;1;0.8;random;1;0.7984211803546458;0.44462880103840424;0.442942095191746;0.9961866868077303;1;44.31107975301323;132880.34596659633;44.293329216574136;133390;100.00074968700568
300000.5528898468;1;1;0.9;random;1;0.8968683471019899;0.4734124608501902;0.4714911876016114;0.9959371303122804;1;47.214572160216456;141446.9749954713;47.14890477132132;142025;100.00070410634822
300001.7597247519;1;1;1.0;random;1;0.9981074786852158;0.5006170635058738;0.4977366113077472;0.9942240034030085;1;49.84303719684471;149318.52617508423;49.7725501050668;150187;100.0006658410238
300000.0474023718;1;1;1.1;random;0;1.0988798263682995;0.5243532504813742;0.5224373409242851;0.9963461472674572;0;52.282930498932245;156731.2270420546;52.243734092428504;157306;100.0
300000.0254212874;1;1;1.2000000000000002;random;1;1.1987832317512899;0.5456432870968173;0.5439052663192823;0.9968147307615891;1;54.4832955635575;163171.5937225568;54.39052663192824;163694;100.00061089967194
300001.0718365185;1;1;1.3000000000000003;random;1;1.2990353588215455;0.5662913100943124;0.5635809611945911;0.995207550720674;1;56.40652584472636;169073.82037683387;56.357738771336244;169889;100.00058862309287
300000.9557564314;1;1;1.4000000000000001;random;1;1.3967288835579554;0.5844281380968278;0.5814574726181619;0.9949169704793138;1;58.157128538017275;174437.7975171676;58.14574726181618;175330;100.00057035630158
300000.8323645443;1;1;1.5000000000000002;random;1;1.494745852755165;0.6017883303091023;0.5977571698192375;0.9933013648041427;1;59.739532809276916;179327.6484976455;59.77571698192376;180538;100.00055390307804
300000.2939165355;1;1;1.6;random;1;1.597678434719632;0.6174327284210385;0.6138072694235739;0.9941281716524228;1;61.35417188256305;184142.36123517828;61.38072694235739;185231;100.00053986935161
300000.1386768211;1;1;1.7000000000000002;random;1;1.6981392150248398;0.6315763747166536;0.627698636682916;0.9938602231036945;1;62.80754236988705;188309.6780521263;62.7698636682916;189474;100.00052777968365
300001.1181355451;1;1;1.8000000000000003;random;1;1.798459963593294;0.6448309299720554;0.6415927484189913;0.9949782471613072;1;64.14519776105571;192478.5419133549;64.15927484189913;193451;100.00051692943913
300000.33728098404;1;1;1.9000000000000001;random;1;1.8997445308409842;0.6548092638176238;0.6542151402518475;0.9990904013395293;1;65.5315445568181;196264.31571034115;65.42136501883915;196444;100.0005090535168
300000.27717381984;1;1;2.0;random;1;1.9972448213867458;0.6669260504851968;0.6653159968482206;0.9975858588282692;1;66.60752969921926;199594.98346264244;66.53159968482207;200079;100.00049980507602
300000.53154452535;1;1;2.1;random;1;2.0993329470368836;0.6771354669078321;0.6777288880544787;1.000876369907718;1;67.74504962678688;203319.02665942378;67.77288880544789;203142;100.00049226891666
300000.0022702806;1;1;2.2;random;1;2.197979983366562;0.6870433281340629;0.6871526575605804;1.000148293865442;1;68.74190544651604;206143.56529348783;68.71452124449179;206114;100.00048517075585
300000.5715743612;1;1;2.3000000000000003;random;1;2.2998789514938585;0.6968953389083061;0.6972885712598188;1.0005642631390368;1;69.69846296551275;209186.9699302153;69.72885712598188;209070;100.00047831098824
300000.3293106173;1;1;2.4000000000000004;random;1;2.3979807010649834;0.7058392251988301;0.7053592674303019;0.9993163551020191;1;70.56512764197694;211607.23682556275;70.53566818137281;211753;100.00047225055725
300000.01376084395;1;1;2.5000000000000004;random;1;2.50072321862646;0.7144633005612734;0.7139753940542292;0.9993094888258884;1;71.42959970248609;214190.9965254521;71.39699556687432;214340;100.00046655065107
300000.26057529077;1;1;2.6;random;1;2.600307741413514;0.7221127061175722;0.7218761446041992;0.9996724036132189;1;72.22959313825403;216563.03148434605;72.18761446041992;216635;100.00046160805783
300000.04151269817;1;1;2.7;random;1;2.7002562930169183;0.729063232448727;0.7292543482677669;1.000260876835684;1;73.00009752159363;218776.058720624;72.92534281578219;218720;100.00045720765
300000.8517027305;1;1;2.8000000000000003;random;0;2.7975387244287657;0.7371212406394221;0.7363053913312381;0.9988931952259626;0;73.65107999389942;220892.2445126837;73.6305391331238;221137;100.0
300000.372259756;1;1;2.9000000000000004;random;0;2.8954064071890575;0.7429657447458438;0.7432621981678506;1.0003990135805094;0;74.33984594006836;222978.93613695973;74.32621981678506;222890;100.0
